date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:39:22	4230/4230	---M--	200	added ('OK')	image/png	etag:%2258ba61e0-1086%22	http://html.physcode.com/travel/images/logo.png	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/logo.png	(from http://html.physcode.com/travel/)
23:39:23	5727/5727	---M--	200	added ('OK')	image/png	etag:%2258ba61e1-165f%22	http://html.physcode.com/travel/images/logo_sticky.png	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/logo_sticky.png	(from http://html.physcode.com/travel/)
23:39:24	47162/47162	---MCZ	200	added ('OK')	text/html	etag:W/%22590ae27a-b83a%22	http://html.physcode.com/travel/index.html	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/index-2.html	(from http://html.physcode.com/travel/)
23:39:24	44788/44788	---MCZ	200	added ('OK')	text/html	etag:W/%22590ae764-aef4%22	http://html.physcode.com/travel/home-2.html	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/home-2.html	(from http://html.physcode.com/travel/)
23:39:24	46565/46565	---MCZ	200	added ('OK')	text/html	etag:W/%22590ae275-b5e5%22	http://html.physcode.com/travel/home-3.html	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/home-3.html	(from http://html.physcode.com/travel/)
23:39:25	44903/44903	---MCZ	200	added ('OK')	text/html	etag:W/%22591bc206-af67%22	http://html.physcode.com/travel/home-4.html	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/home-4.html	(from http://html.physcode.com/travel/)
23:39:25	31784/31784	---MCZ	200	added ('OK')	text/html	etag:W/%2258c7c1cc-7c28%22	http://html.physcode.com/travel/tours.html	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/tours.html	(from http://html.physcode.com/travel/)
23:39:26	39418/39418	---MCZ	200	added ('OK')	text/html	etag:W/%2258c7c1c7-99fa%22	http://html.physcode.com/travel/single-tour.html	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/single-tour.html	(from http://html.physcode.com/travel/)
23:39:26	27541/27541	---MCZ	200	added ('OK')	text/html	etag:W/%2258c7c1cb-6b95%22	http://html.physcode.com/travel/tours-list.html	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/tours-list.html	(from http://html.physcode.com/travel/)
23:39:27	30176/30176	---MCZ	200	added ('OK')	text/html	etag:W/%2258c7c1ca-75e0%22	http://html.physcode.com/travel/tours-2-cols.html	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/tours-2-cols.html	(from http://html.physcode.com/travel/)
23:39:27	27431/27431	---MCZ	200	added ('OK')	text/html	etag:W/%2258c7c1ca-6b27%22	http://html.physcode.com/travel/tours-3-cols.html	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/tours-3-cols.html	(from http://html.physcode.com/travel/)
23:39:28	25823/25823	---MCZ	200	added ('OK')	text/html	etag:W/%2258c7c1cb-64df%22	http://html.physcode.com/travel/tours-4-cols.html	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/tours-4-cols.html	(from http://html.physcode.com/travel/)
23:39:28	26326/26326	---MCZ	200	added ('OK')	text/html	etag:W/%2258c7c1c5-66d6%22	http://html.physcode.com/travel/destinations.html	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/destinations.html	(from http://html.physcode.com/travel/)
23:39:29	21274/21274	---MCZ	200	added ('OK')	text/html	etag:W/%2258c7c1c4-531a%22	http://html.physcode.com/travel/blog.html	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/blog.html	(from http://html.physcode.com/travel/)
23:39:29	17795/17795	---MCZ	200	added ('OK')	text/html	etag:W/%2258c7c1c6-4583%22	http://html.physcode.com/travel/gallery.html	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/gallery.html	(from http://html.physcode.com/travel/)
23:39:30	30772/30772	---MCZ	200	added ('OK')	text/html	etag:W/%2258c7c1cc-7834%22	http://html.physcode.com/travel/travel-tips.html	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/travel-tips.html	(from http://html.physcode.com/travel/)
23:39:30	20124/20124	---MCZ	200	added ('OK')	text/html	etag:W/%2258c7c2d2-4e9c%22	http://html.physcode.com/travel/typography.html	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/typography.html	(from http://html.physcode.com/travel/)
23:39:30	20949/20949	---MCZ	200	added ('OK')	text/html	etag:W/%2258c7c1c4-51d5%22	http://html.physcode.com/travel/checkout.html	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/checkout.html	(from http://html.physcode.com/travel/)
23:39:31	16215/16215	---MCZ	200	added ('OK')	text/html	etag:W/%2258c7c1c5-3f57%22	http://html.physcode.com/travel/contact.html	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/contact.html	(from http://html.physcode.com/travel/)
23:39:39	29561/29561	---M--	200	added ('OK')	image/jpeg	etag:%2258ba6242-7379%22	http://html.physcode.com/travel/images//tour/430x305/tour-2.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/tour/430x305/tour-2.jpg	(from http://html.physcode.com/travel/)
23:39:39	39179/39179	---M--	200	added ('OK')	image/jpeg	etag:%2258ba6240-990b%22	http://html.physcode.com/travel/images/tour/430x305/tour-1.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/tour/430x305/tour-1.jpg	(from http://html.physcode.com/travel/)
23:39:44	28813/28813	---M--	200	added ('OK')	image/jpeg	etag:%2258ba6243-708d%22	http://html.physcode.com/travel/images/tour/430x305/tour-4.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/tour/430x305/tour-4.jpg	(from http://html.physcode.com/travel/)
23:39:44	32250/32250	---M--	200	added ('OK')	image/jpeg	etag:%2258ba6241-7dfa%22	http://html.physcode.com/travel/images/tour/430x305/tour-3.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/tour/430x305/tour-3.jpg	(from http://html.physcode.com/travel/)
23:39:46	124283/124283	---M--	200	added ('OK')	image/jpeg	etag:%2258ba61e2-1e57b%22	http://html.physcode.com/travel/images/video_slider.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/video_slider.jpg	(from http://html.physcode.com/travel/)
23:39:49	28027/28027	---M--	200	added ('OK')	image/jpeg	etag:%2258ba6243-6d7b%22	http://html.physcode.com/travel/images/tour/430x305/tour-5.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/tour/430x305/tour-5.jpg	(from http://html.physcode.com/travel/)
23:39:51	38733/38733	---M--	200	added ('OK')	image/jpeg	etag:%2258ba6244-974d%22	http://html.physcode.com/travel/images/tour/430x305/tour-6.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/tour/430x305/tour-6.jpg	(from http://html.physcode.com/travel/)
23:40:07	108030/108030	---M--	200	added ('OK')	image/jpeg	etag:%2258ba6215-1a5fe%22	http://html.physcode.com/travel/images/city/24987002020_29d3944b4f_o.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/city/24987002020_29d3944b4f_o.jpg	(from http://html.physcode.com/travel/)
23:40:07	124752/124752	---M--	200	added ('OK')	image/jpeg	etag:%2258ba6216-1e750%22	http://html.physcode.com/travel/images/city/26003147786_a04226cd2f_o.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/city/26003147786_a04226cd2f_o.jpg	(from http://html.physcode.com/travel/)
23:40:08	103691/103691	---M--	200	added ('OK')	image/jpeg	etag:%2258ba6216-1950b%22	http://html.physcode.com/travel/images/city/25816508131_00e16429b8_o.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/city/25816508131_00e16429b8_o.jpg	(from http://html.physcode.com/travel/)
23:40:20	85228/85228	---M--	200	added ('OK')	image/jpeg	etag:%2258ba6217-14cec%22	http://html.physcode.com/travel/images/city/photo-1474181487882-5abf3f0ba6c2.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/city/photo-1474181487882-5abf3f0ba6c2.jpg	(from http://html.physcode.com/travel/)
23:40:22	3832/3832	---M--	200	added ('OK')	image/jpeg	etag:%2258ba61df-ef8%22	http://html.physcode.com/travel/images/avata.jpeg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/avata.jpg	(from http://html.physcode.com/travel/)
23:40:24	97647/97647	---M--	200	added ('OK')	image/jpeg	etag:%2258ba6215-17d6f%22	http://html.physcode.com/travel/images/city/25656857141_edcdf5e6e3_o.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/city/25656857141_edcdf5e6e3_o.jpg	(from http://html.physcode.com/travel/)
23:40:25	20230/20230	---MCZ	200	added ('OK')	text/html	etag:W/%2258c7c1c8-4f06%22	http://html.physcode.com/travel/single.html	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/single.html	(from http://html.physcode.com/travel/)
23:40:51	260254/260254	---M--	200	added ('OK')	image/jpeg	etag:%22590ae2b7-3f89e%22	http://html.physcode.com/travel/images/home/bg-pallarax.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/home/bg-pallarax.jpg	(from http://html.physcode.com/travel/)
23:40:53	5451/5451	---M--	200	added ('OK')	image/jpeg	etag:%2258ba622b-154b%22	http://html.physcode.com/travel/images/instagram/1.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/instagram/1.jpg	(from http://html.physcode.com/travel/)
23:40:55	6819/6819	---M--	200	added ('OK')	image/jpeg	etag:%2258ba622b-1aa3%22	http://html.physcode.com/travel/images/instagram/2.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/instagram/2.jpg	(from http://html.physcode.com/travel/)
23:40:57	6215/6215	---M--	200	added ('OK')	image/jpeg	etag:%2258ba622c-1847%22	http://html.physcode.com/travel/images/instagram/3.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/instagram/3.jpg	(from http://html.physcode.com/travel/)
23:40:58	6162/6162	---M--	200	added ('OK')	image/jpeg	etag:%2258ba622c-1812%22	http://html.physcode.com/travel/images/instagram/4.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/instagram/4.jpg	(from http://html.physcode.com/travel/)
23:41:00	6797/6797	---M--	200	added ('OK')	image/jpeg	etag:%2258ba622d-1a8d%22	http://html.physcode.com/travel/images/instagram/5.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/instagram/5.jpg	(from http://html.physcode.com/travel/)
23:41:01	5262/5262	---M--	200	added ('OK')	image/jpeg	etag:%2258ba622d-148e%22	http://html.physcode.com/travel/images/instagram/6.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/instagram/6.jpg	(from http://html.physcode.com/travel/)
23:41:46	880927/880927	---M--	200	added ('OK')	image/jpeg	etag:%22590ae2ba-d711f%22	http://html.physcode.com/travel/images/home/bg-popular.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/home/bg-popular.jpg	(from http://html.physcode.com/travel/)
23:41:47	277094/277094	---M--	200	added ('OK')	image/jpeg	etag:%22590ae2ba-43a66%22	http://html.physcode.com/travel/images/home/bg_newletter.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/home/bg_newletter.jpg	(from http://html.physcode.com/travel/)
23:41:50	533547/533547	---M--	200	added ('OK')	image/jpeg	etag:%2258ba6210-8242b%22	http://html.physcode.com/travel/images/blog/86H.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/blog/86H.jpg	(from http://html.physcode.com/travel/)
23:41:50	36874/36874	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258c7c1df-900a%22	http://html.physcode.com/travel/assets/js/bootstrap.min.js	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/js/bootstrap.min.js	(from http://html.physcode.com/travel/)
23:41:52	97184/97184	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258c7c1e2-17ba0%22	http://html.physcode.com/travel/assets/js/jquery.min.js	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/js/jquery.min.js	(from http://html.physcode.com/travel/)
23:41:53	5535/5535	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258c7c1e1-159f%22	http://html.physcode.com/travel/assets/js/jquery.mb-comingsoon.min.js	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/js/jquery.mb-comingsoon.min.js	(from http://html.physcode.com/travel/)
23:41:53	40500/40500	---MCZ	200	added ('OK')	application/javascript	etag:W/%22590ae27e-9e34%22	http://html.physcode.com/travel/assets/js/owl.carousel.min.js	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/js/owl.carousel.min.js	(from http://html.physcode.com/travel/)
23:41:54	8051/8051	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258c7c1e5-1f73%22	http://html.physcode.com/travel/assets/js/waypoints.min.js	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/js/waypoints.min.js	(from http://html.physcode.com/travel/)
23:41:54	1074/1074	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258c7c1e1-432%22	http://html.physcode.com/travel/assets/js/jquery.counterup.min.js	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/js/jquery.counterup.min.js	(from http://html.physcode.com/travel/)
23:41:55	93190/93190	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258c7c1e4-16c06%22	http://html.physcode.com/travel/assets/js/vendors.js	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/js/vendors.js	(from http://html.physcode.com/travel/)
23:41:55	7658/7658	---MCZ	200	added ('OK')	application/javascript	etag:W/%22599654d5-1dea%22	http://html.physcode.com/travel/assets/js/theme.js	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/js/theme.js	(from http://html.physcode.com/travel/)
23:42:01	662776/662776	---M--	200	added ('OK')	image/jpeg	etag:%2258ba620d-a1cf8%22	http://html.physcode.com/travel/images/blog/201H.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/blog/201H.jpg	(from http://html.physcode.com/travel/)
23:42:07	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2258c7c1d7-12ae6%22	http://html.physcode.com/travel/assets/fonts/fontawesome-webfont.eot?v=4.6.3	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/fonts/fontawesome-webfont5b62.eot	(from http://html.physcode.com/travel/assets/css/font-awesome.min.css)
23:42:08	71896/71896	---M--	200	added ('OK')	application/octet-stream	etag:%2258c7c1da-118d8%22	http://html.physcode.com/travel/assets/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/fonts/fontawesome-webfont5b62.woff2	(from http://html.physcode.com/travel/assets/css/font-awesome.min.css)
23:42:08	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2258c7c1d7-12ae6%22	http://html.physcode.com/travel/assets/fonts/fontawesome-webfont.eot?	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/fonts/fontawesome-webfontd41d.eot	(from http://html.physcode.com/travel/assets/css/font-awesome.min.css)
23:42:14	392306/392306	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2258c7c1d9-5fc72%22	http://html.physcode.com/travel/assets/fonts/fontawesome-webfont.svg?v=4.6.3	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/fonts/fontawesome-webfont5b62.svg	(from http://html.physcode.com/travel/assets/css/font-awesome.min.css)
23:42:15	20852/20852	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2258c7c1d4-5174%22	http://html.physcode.com/travel/assets/fonts/Flaticon.eot	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/fonts/Flaticon.eot	(from http://html.physcode.com/travel/assets/css/flaticon.css)
23:42:16	13820/13820	---M--	200	added ('OK')	application/font-woff	etag:%2258c7c1d7-35fc%22	http://html.physcode.com/travel/assets/fonts/Flaticon.woff	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/fonts/Flaticon.woff	(from http://html.physcode.com/travel/assets/css/flaticon.css)
23:42:18	90412/90412	---M--	200	added ('OK')	application/font-woff	etag:%2258c7c1d9-1612c%22	http://html.physcode.com/travel/assets/fonts/fontawesome-webfont.woff?v=4.6.3	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/fonts/fontawesome-webfont5b62.woff	(from http://html.physcode.com/travel/assets/css/font-awesome.min.css)
23:42:18	20852/20852	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2258c7c1d4-5174%22	http://html.physcode.com/travel/assets/fonts/Flaticon.eot?	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/fonts/Flaticond41d.eot	(from http://html.physcode.com/travel/assets/css/flaticon.css)
23:42:21	141394/141394	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2258c7c1d6-22852%22	http://html.physcode.com/travel/assets/fonts/Flaticon.svg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/fonts/Flaticon.svg	(from http://html.physcode.com/travel/assets/css/flaticon.css)
23:42:22	20676/20676	---M--	200	added ('OK')	application/octet-stream	etag:%2258c7c1d6-50c4%22	http://html.physcode.com/travel/assets/fonts/Flaticon.ttf	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/fonts/Flaticon.ttf	(from http://html.physcode.com/travel/assets/css/flaticon.css)
23:42:24	55820/55820	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2258c7c1db-da0c%22	http://html.physcode.com/travel/assets/fonts/Linearicons-Free.eot?w118d	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/fonts/Linearicons-Free54e9.eot	(from http://html.physcode.com/travel/assets/css/font-linearicons.css)
23:42:26	21780/21780	---M--	200	added ('OK')	application/octet-stream	etag:%2258c7c1dd-5514%22	http://html.physcode.com/travel/assets/fonts/Linearicons-Free.woff2?w118d	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/fonts/Linearicons-Free54e9.woff2	(from http://html.physcode.com/travel/assets/css/font-linearicons.css)
23:42:26	55820/55820	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2258c7c1db-da0c%22	http://html.physcode.com/travel/assets/fonts/Linearicons-Free.eot?	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/fonts/Linearicons-Freed41d.eot	(from http://html.physcode.com/travel/assets/css/font-linearicons.css)
23:42:30	206045/206045	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2258c7c1dc-324dd%22	http://html.physcode.com/travel/assets/fonts/Linearicons-Free.svg?w118d	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/fonts/Linearicons-Free54e9.svg	(from http://html.physcode.com/travel/assets/css/font-linearicons.css)
23:42:34	22101/22101	---M--	200	added ('OK')	image/png	etag:%2258ba61df-5655%22	http://html.physcode.com/travel/images/bg-review.png	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/bg-review.png	(from http://html.physcode.com/travel/assets/css/travel-setting.css)
23:42:35	55696/55696	---M--	200	added ('OK')	application/font-woff	etag:%2258c7c1dd-d990%22	http://html.physcode.com/travel/assets/fonts/Linearicons-Free.woff?w118d	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/fonts/Linearicons-Free54e9.woff	(from http://html.physcode.com/travel/assets/css/font-linearicons.css)
23:42:36	152796/152796	---M--	200	added ('OK')	application/octet-stream	etag:%2258c7c1d8-254dc%22	http://html.physcode.com/travel/assets/fonts/fontawesome-webfont.ttf?v=4.6.3	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/fonts/fontawesome-webfont5b62.ttf	(from http://html.physcode.com/travel/assets/css/font-awesome.min.css)
23:42:37	55620/55620	---M--	200	added ('OK')	application/octet-stream	etag:%2258c7c1dc-d944%22	http://html.physcode.com/travel/assets/fonts/Linearicons-Free.ttf?w118d	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/fonts/Linearicons-Free54e9.ttf	(from http://html.physcode.com/travel/assets/css/font-linearicons.css)
23:42:41	29146/29146	---M--	200	added ('OK')	image/png	etag:%22590ae2bd-71da%22	http://html.physcode.com/travel/images/home/Map-Marker.png	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/home/Map-Marker.png	(from http://html.physcode.com/travel/home-2.html)
23:42:42	32144/32144	---M--	200	added ('OK')	image/png	etag:%22590ae2c4-7d90%22	http://html.physcode.com/travel/images/home/Worldwide-Location.png	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/home/Worldwide-Location.png	(from http://html.physcode.com/travel/home-2.html)
23:42:47	30158/30158	---M--	200	added ('OK')	image/png	etag:%22590ae2bc-75ce%22	http://html.physcode.com/travel/images/home/Hot-Air-Balloon.png	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/home/Hot-Air-Balloon.png	(from http://html.physcode.com/travel/home-2.html)
23:42:48	20477/20477	---MCZ	200	added ('OK')	text/css	etag:W/%22590ae29c-4ffd%22	http://html.physcode.com/travel/assets/css/travel-setting-home-4.css	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/assets/css/travel-setting-home-4.css	(from http://html.physcode.com/travel/home-4.html)
23:42:49	3554/3554	---M--	200	added ('OK')	image/png	etag:%22590ae2be-de2%22	http://html.physcode.com/travel/images/home/passionate-travel.png	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/home/passionate-travel.png	(from http://html.physcode.com/travel/home-4.html)
23:42:50	4297/4297	---M--	200	added ('OK')	image/png	etag:%22590ae2bc-10c9%22	http://html.physcode.com/travel/images/home/diverse-destinations.png	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/home/diverse-destinations.png	(from http://html.physcode.com/travel/home-4.html)
23:42:51	2682/2682	---M--	200	added ('OK')	image/png	etag:%22590ae2c4-a7a%22	http://html.physcode.com/travel/images/home/value-money.png	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/home/value-money.png	(from http://html.physcode.com/travel/home-4.html)
23:42:52	3577/3577	---M--	200	added ('OK')	image/png	etag:%22590ae2b6-df9%22	http://html.physcode.com/travel/images/home/beautiful-places.png	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/home/beautiful-places.png	(from http://html.physcode.com/travel/home-4.html)
23:43:12	188500/188500	---M--	200	added ('OK')	image/jpeg	etag:%22590ae2b5-2e054%22	http://html.physcode.com/travel/images/home/banner-home3.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/home/banner-home3.jpg	(from http://html.physcode.com/travel/home-3.html)
23:43:21	45080/45080	---M--	200	added ('OK')	image/jpeg	etag:%22590ae2bb-b018%22	http://html.physcode.com/travel/images/home/brazil-destination-760x370.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/home/brazil-destination-760x370.jpg	(from http://html.physcode.com/travel/home-4.html)
23:43:22	182024/182024	---M--	200	added ('OK')	image/jpeg	etag:%22590ae2b7-2c708%22	http://html.physcode.com/travel/images/home/bg-destination.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/home/bg-destination.jpg	(from http://html.physcode.com/travel/home-4.html)
23:43:26	30579/30579	---M--	200	added ('OK')	image/jpeg	etag:%22590ae2be-7773%22	http://html.physcode.com/travel/images/home/ottawa-canada-370x370.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/home/ottawa-canada-370x370.jpg	(from http://html.physcode.com/travel/home-4.html)
23:43:28	32647/32647	---M--	200	added ('OK')	image/jpeg	etag:%22590ae2bb-7f87%22	http://html.physcode.com/travel/images/home/cuba-old-havana-370x370.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/home/cuba-old-havana-370x370.jpg	(from http://html.physcode.com/travel/home-4.html)
23:43:30	21036/21036	---M--	200	added ('OK')	image/jpeg	etag:%22590ae2bd-522c%22	http://html.physcode.com/travel/images/home/kennedy_space_center-370x370.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/home/kennedy_space_center-370x370.jpg	(from http://html.physcode.com/travel/home-4.html)
23:43:30	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Oct%202017%2018:43:30%20GMT	http://html.physcode.com/travel/%22images/home/bg-destination.jpg%22	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/_images/home/bg-destination.jpg_	(from http://html.physcode.com/travel/home-4.html)
23:43:33	31189/31189	---M--	200	added ('OK')	image/jpeg	etag:%22590ae2bf-79d5%22	http://html.physcode.com/travel/images/home/san_agustin_church_manila-370x370.jpg	C:/Users/uroosa/Desktop/temp1/html.physcode.com/travel/images/home/san_agustin_church_manila-370x370.jpg	(from http://html.physcode.com/travel/home-4.html)
